Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude
1286,Lokon-Empung,https://volcano.si.edu/gallery/photos/GVP-10070.jpg,Stratovolcano(es),Indonesia,holocene,1.358°N,124.792°E
1287,Lolo,https://volcano.si.edu/gallery/photos/GVP-10771.jpg,Stratovolcano,Papua New Guinea,holocene,5.466°S,150.509°E
1288,Lolobau,https://volcano.si.edu/gallery/photos/GVP-01653.jpg,Caldera,Papua New Guinea,holocene,4.92°S,151.158°E
1289,Loloru,https://volcano.si.edu/gallery/photos/GVP-00504.jpg,Pyroclastic shield,Papua New Guinea,holocene,6.52°S,155.62°E
1290,Lolotique  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,El Salvador,pleistocene,13.559°N,88.364°W
1291,Loman Volcano Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Afghanistan,pleistocene,33.33°N,67.85°E
1292,Lompobatang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,5.35°S,119.92°E
1293,Long Island,https://volcano.si.edu/gallery/photos/GVP-00452.jpg,Complex,Papua New Guinea,holocene,5.358°S,147.12°E
1294,Long Valley,https://volcano.si.edu/gallery/photos/GVP-03296.jpg,Caldera,United States,pleistocene,37.7°N,118.87°W
1295,Longavi  Nevado de,https://volcano.si.edu/gallery/photos/GVP-10978.jpg,Stratovolcano,Chile,holocene,36.193°S,71.161°W
1296,Longgang Group,https://volcano.si.edu/gallery/photos/GVP-06787.jpg,Pyroclastic cone(s),China,holocene,42.33°N,126.5°E
1297,Longhai,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,China,pleistocene,24.5°N,117.5°E
1298,Longonot,https://volcano.si.edu/gallery/photos/GVP-09411.jpg,Stratovolcano,Kenya,holocene,0.914°S,36.446°E
1299,Lonquimay,https://volcano.si.edu/gallery/photos/GVP-04860.jpg,Stratovolcano,Chile,holocene,38.379°S,71.586°W
1300,Loolmalasin,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Tanzania,pleistocene,3.052°S,35.817°E
1301,Lopevi,https://volcano.si.edu/gallery/photos/GVP-11914.jpg,Stratovolcano,Vanuatu,holocene,16.507°S,168.346°E
1302,Losloyo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,23.13°S,67.37°W
1303,Lost Lake Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,45.496°N,121.796°W
1304,Lotomgan Group,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Papua New Guinea,pleistocene,5.22°S,150.07°E
1305,Lower Chindwin,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Burma (Myanmar),pleistocene,22.28°N,95.1°E
1306,Lubukraya,https://volcano.si.edu/gallery/photos/GVP-04506.jpg,Stratovolcano,Indonesia,holocene,1.478°N,99.209°E
1307,Lucaret Basalts,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent,Romania,pleistocene,45.826°N,21.69°E
1308,Lucero,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,34.42°N,107.2°W
1309,Lumut  Bukit,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,3.224°S,102.205°E
1310,Lunar Crater,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,38.48°N,115.97°W
1311,Lunayyir  Harrat,https://volcano.si.edu/gallery/photos/GVP-10433.jpg,Volcanic field,Saudi Arabia,holocene,25.17°N,37.75°E
1312,Lurus,https://volcano.si.edu/gallery/photos/GVP-11514.jpg,Complex,Indonesia,pleistocene,7.739°S,113.58°E
1313,Ly Son Group,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,holocene,15.38°N,109.12°E
1314,Lyngdalsheidi,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Iceland,pleistocene,64.15°N,20.9°W
1315,Lyzyk,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,57.23°N,161.52°E
1316,Ma Alalta,https://volcano.si.edu/gallery/photos/GVP-11180.jpg,Stratovolcano,Ethiopia,holocene,13.013°N,40.185°E
1317,Mabda,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Eritrea,pleistocene,13.508°N,41.779°E
1318,Maca,https://volcano.si.edu/gallery/photos/GVP-10970.jpg,Stratovolcano,Chile,holocene,45.1°S,73.17°W
1319,Macauley,https://volcano.si.edu/gallery/photos/GVP-11693.jpg,Caldera,New Zealand,holocene,30.21°S,178.475°W
1320,Macdonald,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,holocene,28.98°S,140.25°W
1321,Machin,https://volcano.si.edu/gallery/photos/GVP-07560.jpg,Stratovolcano,Colombia,holocene,4.487°N,75.389°W
1322,Madarao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,36.834°N,138.278°E
1323,Madeira,https://volcano.si.edu/gallery/photos/GVP-11735.jpg,Shield,Portugal,holocene,32.73°N,16.97°W
1324,Maderas,https://volcano.si.edu/gallery/photos/GVP-04214.jpg,Stratovolcano,Nicaragua,pleistocene,11.446°N,85.515°W
1325,Madilogo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Papua New Guinea,holocene,9.2°S,147.57°E
1326,Maer Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Australia,pleistocene,9.717°S,143.833°E
1327,Maetambe,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Solomon Islands,pleistocene,7.08°S,157.03°E
1328,Magee Peak,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,40.698°N,121.619°W
1329,Mageik,https://volcano.si.edu/gallery/photos/GVP-05325.jpg,Stratovolcano,United States,holocene,58.195°N,155.253°W
1330,Mago,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Fiji,pleistocene,17.45°S,179.15°W
1331,Mahagnao,https://volcano.si.edu/gallery/photos/GVP-12298.jpg,Stratovolcano,Philippines,holocene,10.882°N,124.888°E
1332,Mahawu,https://volcano.si.edu/gallery/photos/GVP-01270.jpg,Stratovolcano,Indonesia,holocene,1.352°N,124.865°E
1333,Mahukona,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,pleistocene,20.17°N,156.42°W
1334,Maichín  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,39.35°S,71.55°W
1335,Maiden Peak,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,pleistocene,43.627°N,121.965°W
1336,Maidu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,40.3°N,121.62°W
1337,Maipo,https://volcano.si.edu/gallery/photos/GVP-06921.jpg,Caldera,Chile,holocene,34.164°S,69.832°W
1338,Makanru Island,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,49.785°N,154.429°E
1339,Makaturing,https://volcano.si.edu/gallery/photos/GVP-11151.jpg,Stratovolcano,Philippines,holocene,7.644°N,124.317°E
1340,Makian,https://volcano.si.edu/gallery/photos/GVP-06360.jpg,Stratovolcano,Indonesia,holocene,0.32°N,127.4°E
1341,Makushin,https://volcano.si.edu/gallery/photos/GVP-04555.jpg,Stratovolcano,United States,holocene,53.891°N,166.923°W
1342,Malabar,https://volcano.si.edu/gallery/photos/GVP-11710.jpg,Stratovolcano,Indonesia,pleistocene,7.132°S,107.639°E
1343,Malang Plain,https://volcano.si.edu/gallery/photos/GVP-11709.jpg,Maar(s),Indonesia,pleistocene,8.067°S,112.733°E
1344,Malaya Ipelka,https://volcano.si.edu/includes/images/noimage.jpg,Complex,Russia,pleistocene,52.28°N,156.73°E
1345,Malaya Ketepana,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,56.68°N,158.47°E
1346,Malepunyo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Philippines,pleistocene,14.95°N,121.23°E
1347,Malinao,https://volcano.si.edu/gallery/photos/GVP-01837.jpg,Stratovolcano,Philippines,pleistocene,13.416°N,123.608°E
1348,Malinche  La,https://volcano.si.edu/gallery/photos/GVP-08004.jpg,Stratovolcano,Mexico,holocene,19.231°N,98.032°W
1349,Malindang,https://volcano.si.edu/gallery/photos/GVP-11134.jpg,Stratovolcano,Philippines,holocene,8.22°N,123.63°E
1350,Malindig,https://volcano.si.edu/gallery/photos/GVP-12606.jpg,Stratovolcano,Philippines,holocene,13.24°N,122.018°E
1351,Malintang,https://volcano.si.edu/gallery/photos/GVP-12599.jpg,Stratovolcano,Indonesia,holocene,0.47°N,99.67°E
1352,Mallahle,https://volcano.si.edu/gallery/photos/GVP-11209.jpg,Stratovolcano,Ethiopia,holocene,13.27°N,41.65°E
1353,Malpaisillo,https://volcano.si.edu/gallery/photos/GVP-08039.jpg,Pyroclastic shield,Nicaragua,pleistocene,12.58°N,86.6°W
1354,Maly Alney,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Russia,pleistocene,56.47°N,159.77°E
1355,Maly Chekchebonay,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,56.8°N,159.45°E
1356,Maly Payalpan,https://volcano.si.edu/gallery/photos/GVP-12304.jpg,Shield(s),Russia,pleistocene,55.82°N,157.98°E
1357,Maly Semyachik,https://volcano.si.edu/gallery/photos/GVP-02368.jpg,Caldera,Russia,holocene,54.135°N,159.674°E
1358,Mammoth Mountain,https://volcano.si.edu/gallery/photos/GVP-06724.jpg,Lava dome(s),United States,holocene,37.631°N,119.032°W
1359,Managlase Plateau,https://volcano.si.edu/gallery/photos/GVP-12593.jpg,Volcanic field,Papua New Guinea,holocene,9.08°S,148.33°E
1360,Manam,https://volcano.si.edu/gallery/photos/GVP-00438.jpg,Stratovolcano,Papua New Guinea,holocene,4.08°S,145.037°E
1361,Manda Gargori,https://volcano.si.edu/gallery/photos/GVP-12573.jpg,Fissure vent(s),Ethiopia,holocene,11.75°N,41.48°E
1362,Manda Hararo,https://volcano.si.edu/gallery/photos/GVP-11949.jpg,Shield(s),Ethiopia,holocene,12.17°N,40.82°E
1363,Manda-Inakir,https://volcano.si.edu/gallery/photos/GVP-11215.jpg,Fissure vent(s),Ethiopia,holocene,12.38°N,42.2°E
1364,Mandalagan,https://volcano.si.edu/gallery/photos/GVP-11139.jpg,Complex,Philippines,holocene,10.65°N,123.25°E
1365,Mandalagiri,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.4°S,107.78°E
1366,Mandalawangi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.058°S,107.864°E
1367,Manengouba,https://volcano.si.edu/gallery/photos/GVP-12251.jpg,Stratovolcano,Cameroon,pleistocene,5.03°N,9.83°E
1368,Mangakino,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,New Zealand,pleistocene,38.35°S,175.75°E
1369,Maninjau,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Indonesia,pleistocene,0.35°S,100.2°E
1370,Manuk,https://volcano.si.edu/gallery/photos/GVP-12603.jpg,Stratovolcano,Indonesia,holocene,5.543°S,130.303°E
1371,Manzaz Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11928.jpg,Pyroclastic cone(s),Algeria,holocene,23.92°N,5.83°E
1372,Marapi,https://volcano.si.edu/gallery/photos/GVP-12022.jpg,Complex,Indonesia,holocene,0.38°S,100.474°E
1373,Marble Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,46.109°N,122.129°W
1374,Marchena,https://volcano.si.edu/gallery/photos/GVP-10180.jpg,Shield,Ecuador,holocene,0.33°N,90.47°W
1375,Mare,https://volcano.si.edu/gallery/photos/GVP-11743.jpg,Stratovolcano,Indonesia,holocene,0.57°N,127.4°E
1376,Marha  Jabal el-,https://volcano.si.edu/gallery/photos/GVP-12583.jpg,Tuff cone,Yemen,holocene,15.245°N,44.236°E
1377,Maria  Doro,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,8.483°S,118.924°E
1378,Mariana Back-Arc Segment at 15.5°N,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,holocene,15.406°N,144.506°E
1379,Marinaqui  Laguna,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Chile,holocene,38.255°S,71.167°W
1380,Marion Island,https://volcano.si.edu/gallery/photos/GVP-11394.jpg,Shield(s),South Africa,holocene,46.9°S,37.75°E
1381,Maripipi,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,pleistocene,11.8°N,124.33°E
1382,Mariveles,https://volcano.si.edu/gallery/photos/GVP-09103.jpg,Stratovolcano,Philippines,holocene,14.527°N,120.482°E
1383,Markagunt Plateau,https://volcano.si.edu/gallery/photos/GVP-05502.jpg,Volcanic field,United States,holocene,37.58°N,112.67°W
1384,Maroa,https://volcano.si.edu/gallery/photos/GVP-09179.jpg,Caldera(s),New Zealand,pleistocene,38.42°S,176.08°E
1385,Marra  Jebel,https://volcano.si.edu/gallery/photos/GVP-11929.jpg,Volcanic field,Sudan,holocene,12.95°N,24.27°E
1386,Marsabit,https://volcano.si.edu/gallery/photos/GVP-10434.jpg,Shield,Kenya,holocene,2.32°N,37.97°E
1387,Marsili,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Italy,holocene,39.284°N,14.399°E
1388,Martimbang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,1.96°N,98.968°E
1389,Martin,https://volcano.si.edu/gallery/photos/GVP-05327.jpg,Stratovolcano,United States,holocene,58.172°N,155.361°W
1390,Martin Vaz,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Brazil,pleistocene,20.47°S,28.85°W
1391,Maruyama,https://volcano.si.edu/gallery/photos/GVP-09159.jpg,Stratovolcano(es),Japan,holocene,43.418°N,143.031°E
1392,Masahuat Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07372.jpg,Stratovolcano,El Salvador,pleistocene,14.2°N,89.4°W
1393,Masaraga,https://volcano.si.edu/gallery/photos/GVP-01833.jpg,Stratovolcano,Philippines,holocene,13.32°N,123.6°E
1394,Masaya,https://volcano.si.edu/gallery/photos/GVP-04177.jpg,Caldera,Nicaragua,holocene,11.985°N,86.165°W
1395,Mascota Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07577.jpg,Pyroclastic cone(s),Mexico,holocene,20.567°N,104.817°W
1396,Mashkovtsev,https://volcano.si.edu/gallery/photos/GVP-10479.jpg,Stratovolcano,Russia,pleistocene,51.1°N,156.72°E
1397,Mashu,https://volcano.si.edu/gallery/photos/GVP-10540.jpg,Caldera,Japan,holocene,43.572°N,144.561°E
1398,Mason Spurr,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Antarctica,pleistocene,78.58°S,164.37°E
1399,Masugata,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,pleistocene,37.075°N,138.833°E
1400,Masurai,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,2.503°S,101.858°E
1401,Mat Ala,https://volcano.si.edu/gallery/photos/GVP-11214.jpg,Shield,Ethiopia,holocene,13.106°N,41.161°E
1402,Matarem,https://volcano.si.edu/includes/images/noimage.jpg,Compound,Philippines,pleistocene,20.38°N,121.93°E
1403,Matthew Island,https://volcano.si.edu/gallery/photos/GVP-01703.jpg,Stratovolcano,France,holocene,22.33°S,171.32°E
1404,Matutum,https://volcano.si.edu/gallery/photos/GVP-11938.jpg,Stratovolcano,Philippines,holocene,6.37°N,125.07°E
1405,Maug Islands,https://volcano.si.edu/gallery/photos/GVP-09517.jpg,Stratovolcano,United States,holocene,20.02°N,145.22°E
1406,Maule  Laguna del,https://volcano.si.edu/gallery/photos/GVP-06937.jpg,Caldera,Chile,holocene,36.058°S,70.492°W
1407,Mauna Kea,https://volcano.si.edu/gallery/photos/GVP-03575.jpg,Shield,United States,holocene,19.82°N,155.47°W
1408,Mauna Loa,https://volcano.si.edu/gallery/photos/GVP-03530.jpg,Shield,United States,holocene,19.475°N,155.608°W
1409,Maungatautari,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,New Zealand,pleistocene,38.019°S,175.576°E
1410,Mauritius,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Mauritius,pleistocene,20.32°S,57.65°E
1411,Mayon,https://volcano.si.edu/gallery/photos/GVP-01777.jpg,Stratovolcano,Philippines,holocene,13.257°N,123.685°E
1412,Mayor Island,https://volcano.si.edu/gallery/photos/GVP-11767.jpg,Shield,New Zealand,holocene,37.28°S,176.25°E
1413,Mayotte,https://volcano.si.edu/gallery/photos/GVP-12589.jpg,Shield,France,holocene,12.83°S,45.17°E
1414,Mbareke,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Solomon Islands,pleistocene,8.55°S,158.07°E
1415,McBride Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,pleistocene,18.33°S,144.55°E
1416,McCoy,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,39.97°N,106.7°W
1417,McDonald Islands,https://volcano.si.edu/gallery/photos/GVP-08788.jpg,Complex,Australia,holocene,53.03°S,72.6°E
1418,Mclean Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Australia,pleistocene,15.87°S,144.83°E
1419,McLoughlin,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,42.445°N,122.315°W
1420,Meager,https://volcano.si.edu/gallery/photos/GVP-02701.jpg,Complex,Canada,holocene,50.63°N,123.5°W
1421,Meanguera  Isla,https://volcano.si.edu/gallery/photos/GVP-07407.jpg,Stratovolcano(es),El Salvador,pleistocene,13.19°N,87.72°W
1422,Medaw Island,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Burma (Myanmar),pleistocene,11.72°N,98.67°E
1423,Medicine Lake,https://volcano.si.edu/gallery/photos/GVP-03231.jpg,Shield,United States,holocene,41.611°N,121.554°W
1424,Mega Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-12556.jpg,Volcanic field,Ethiopia,holocene,3.971°N,38.213°E
1425,Megata,https://volcano.si.edu/gallery/photos/GVP-10544.jpg,Maar(s),Japan,holocene,39.95°N,139.73°E
1426,Mehetia,https://volcano.si.edu/gallery/photos/GVP-10344.jpg,Stratovolcano,France,holocene,17.874°S,148.068°W
1427,Meidob Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10435.jpg,Pyroclastic cone(s),Sudan,holocene,15.32°N,26.47°E
1428,Melbourne,https://volcano.si.edu/gallery/photos/GVP-09101.jpg,Stratovolcano,Antarctica,holocene,74.35°S,164.7°E
1429,Melimoyu,https://volcano.si.edu/gallery/photos/GVP-11896.jpg,Stratovolcano,Chile,holocene,44.08°S,72.88°W
1430,Melintang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,0.32°S,100.67°E
1431,Melkum,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Vanuatu,pleistocene,18.85°S,169.05°E
1432,Melville,https://volcano.si.edu/gallery/photos/GVP-12674.jpg,Stratovolcano,Antarctica,holocene,62.02°S,57.67°W
1433,Menan Buttes,https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone(s),United States,pleistocene,43.78°N,111.97°W
1434,Mencenares  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Mexico,pleistocene,26.28°N,111.47°W
1435,Menengai,https://volcano.si.edu/gallery/photos/GVP-11157.jpg,Shield,Kenya,holocene,0.2°S,36.07°E
1436,Mentolat,https://volcano.si.edu/gallery/photos/GVP-06991.jpg,Stratovolcano,Chile,holocene,44.7°S,73.08°W
1437,Merapi,https://volcano.si.edu/gallery/photos/GVP-01722.jpg,Stratovolcano,Indonesia,holocene,7.54°S,110.446°E
1438,Merbabu,https://volcano.si.edu/gallery/photos/GVP-01112.jpg,Stratovolcano,Indonesia,holocene,7.454°S,110.44°E
1439,Merbuk,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,8.226°S,114.653°E
1440,Mercedes  Cerro las,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Costa Rica,pleistocene,10.97°N,84.35°W
1441,Mercury Islands,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,New Zealand,pleistocene,36.62°S,175.82°E
1442,Mere Lava,https://volcano.si.edu/gallery/photos/GVP-12596.jpg,Stratovolcano,Vanuatu,holocene,14.45°S,168.05°E
1443,Merig,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Vanuatu,pleistocene,14.32°S,167.8°E
1444,Meru,https://volcano.si.edu/gallery/photos/GVP-09420.jpg,Stratovolcano,Tanzania,holocene,3.244°S,36.75°E
1445,Methana,https://volcano.si.edu/gallery/photos/GVP-08809.jpg,Lava dome(s),Greece,holocene,37.615°N,23.336°E
1446,Meullin,https://volcano.si.edu/gallery/photos/GVP-12664.jpg,Volcanic field,Chile,holocene,45.22°S,73.05°W
1447,Mezhdusopochny,https://volcano.si.edu/gallery/photos/GVP-12632.jpg,Shield,Russia,pleistocene,57.47°N,160.25°E
1448,Michinmahuida,https://volcano.si.edu/gallery/photos/GVP-11053.jpg,Stratovolcano,Chile,holocene,42.799°S,72.445°W
1449,Michoacan-Guanajuato,https://volcano.si.edu/gallery/photos/GVP-05804.jpg,Pyroclastic cone(s),Mexico,holocene,19.85°N,101.75°W
1450,Midagahara,https://volcano.si.edu/gallery/photos/GVP-08948.jpg,Stratovolcano,Japan,holocene,36.571°N,137.59°E
1451,Mienhuayu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Taiwan,pleistocene,25.484°N,122.106°E
1452,Mikeno,https://volcano.si.edu/gallery/photos/GVP-01592.jpg,Stratovolcano,DR Congo,pleistocene,1.463°S,29.419°E
1453,Mikura Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,pleistocene,33.725°N,139.408°E
1454,Mikurajima,https://volcano.si.edu/gallery/photos/GVP-10545.jpg,Stratovolcano,Japan,holocene,33.874°N,139.602°E
1455,Milbanke Sound Group,https://volcano.si.edu/gallery/photos/GVP-12495.jpg,Pyroclastic cone(s),Canada,holocene,52.5°N,128.73°W
1456,Milna,https://volcano.si.edu/gallery/photos/GVP-10469.jpg,Stratovolcano,Russia,holocene,46.815°N,151.786°E
1457,Milos,https://volcano.si.edu/gallery/photos/GVP-08815.jpg,Stratovolcano(es),Greece,holocene,36.699°N,24.439°E
1458,Minakami,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,pleistocene,36.551°N,138.226°E
1459,Minami-Hiyoshi,https://volcano.si.edu/gallery/photos/GVP-10784.jpg,Submarine,Japan,holocene,23.5°N,141.935°E
1460,Mineral Mountains-Cove Fort,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,38.58°N,112.67°W
1461,Miniques,https://volcano.si.edu/gallery/photos/GVP-12079.jpg,Stratovolcano(es),Chile,holocene,23.82°S,67.77°W
1462,Miravalles,https://volcano.si.edu/gallery/photos/GVP-04231.jpg,Stratovolcano,Costa Rica,holocene,10.748°N,85.153°W
1463,Miscanti,https://volcano.si.edu/gallery/photos/GVP-12080.jpg,Stratovolcano,Chile,pleistocene,23.67°S,67.72°W
1464,Mispia,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Mexico,pleistocene,16.447°N,92.539°W
1465,Misti  El,https://volcano.si.edu/gallery/photos/GVP-04787.jpg,Stratovolcano,Peru,holocene,16.294°S,71.409°W
1466,Miyakejima,https://volcano.si.edu/gallery/photos/GVP-08937.jpg,Stratovolcano,Japan,holocene,34.094°N,139.526°E
1467,Mocho-Choshuenco,https://volcano.si.edu/gallery/photos/GVP-06979.jpg,Stratovolcano(es),Chile,holocene,39.927°S,72.027°W
1468,Moctezuma Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07951.jpg,Volcanic field,Mexico,pleistocene,29.63°N,109.52°W
1469,Moekeshiwan [Lvinaya Past],https://volcano.si.edu/gallery/photos/GVP-10816.jpg,Stratovolcano,Japan,holocene,44.608°N,146.994°E
1470,Moffett,https://volcano.si.edu/gallery/photos/GVP-08542.jpg,Stratovolcano,United States,holocene,51.944°N,176.747°W
1471,Moheli Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Comoros,pleistocene,12.3°S,43.72°E
1472,Moiro  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Bolivia,pleistocene,21.68°S,67.47°W
1473,Mojanda,https://volcano.si.edu/gallery/photos/GVP-11700.jpg,Stratovolcano(es),Ecuador,holocene,0.13°N,78.27°W
1474,Mokohinau Islands,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,New Zealand,pleistocene,35.9°S,175.12°E
1475,Mokuyo Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,holocene,28.327°N,140.572°E
1476,Mombacho,https://volcano.si.edu/gallery/photos/GVP-04201.jpg,Stratovolcano,Nicaragua,holocene,11.826°N,85.968°W
1477,Momisawadake,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Japan,pleistocene,36.364°N,137.611°E
1478,Momotombo,https://volcano.si.edu/gallery/photos/GVP-04164.jpg,Stratovolcano,Nicaragua,holocene,12.423°N,86.539°W
1479,Monaco Bank,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Portugal,holocene,37.6°N,25.88°W
1480,Mono Lake Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-06298.jpg,Pyroclastic cone(s),United States,holocene,38°N,119.03°W
1481,Mono-Inyo Craters,https://volcano.si.edu/gallery/photos/GVP-03279.jpg,Lava dome(s),United States,holocene,37.804°N,119.029°W
1482,Monowai,https://volcano.si.edu/gallery/photos/GVP-11689.jpg,Stratovolcano,New Zealand,holocene,25.887°S,177.188°W
1483,Montagu Island,https://volcano.si.edu/gallery/photos/GVP-11988.jpg,Shield,United Kingdom,holocene,58.445°S,26.374°W
1484,Moorea,https://volcano.si.edu/includes/images/noimage.jpg,Shield,France,pleistocene,17.552°S,149.823°W
1485,Moriyoshi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,39.974°N,140.547°E
1486,Morning,https://volcano.si.edu/gallery/photos/GVP-12147.jpg,Shield,Antarctica,holocene,78.5°S,163.53°E
1487,Mostyn,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s) ?,Malaysia,pleistocene,4.6°N,118.18°E
1488,Mota,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Vanuatu,pleistocene,13.85°S,167.68°E
1489,Moti,https://volcano.si.edu/gallery/photos/GVP-11744.jpg,Stratovolcano,Indonesia,holocene,0.454°N,127.411°E
1490,Motlav,https://volcano.si.edu/gallery/photos/GVP-11111.jpg,Stratovolcano,Vanuatu,holocene,13.67°S,167.67°E
1491,Motodori,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,pleistocene,36.717°N,138.247°E
1492,Moua Pihaa,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,France,holocene,18.325°S,148.525°W
1493,Mount Haddington Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Antarctica,holocene,64.15°S,57.75°W
1494,Mountain Home-Kuna Lava Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,43.2°N,115.98°W
